Index,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
927,5,73,No,7,8,61
928,9,,No,5,7,69
929,3,88,Yes,8,3,68
930,4,52,No,9,5,38
931,9,69,Yes,4,6,67
932,6,64,No,7,9,54
933,2,60,Yes,4,7,39
934,7,99,No,7,3,93
935,2,98,No,8,0,76
936,2,60,Yes,9,4,39
937,1,67,Yes,8,0,38
938,3,87,Yes,8,3,69
939,6,97,Yes,7,6,88
940,8,59,No,6,6,54
941,9,73,No,9,0,68
942,7,44,No,4,8,33
943,4,57,No,6,1,40
944,6,99,No,6,4,87
945,5,78,Yes,5,5,64
946,8,82,Yes,4,0,70
947,1,96,No,7,1,70
948,1,96,Yes,5,6,72
949,6,50,No,5,5,38
950,2,93,No,8,5,71
951,5,56,Yes,7,5,40
952,1,87,No,6,6,58
953,7,84,Yes,9,9,77
954,1,61,No,6,8,38
955,4,76,Yes,6,8,60
956,9,59,No,8,1,57
957,1,87,No,6,1,63
958,4,99,Yes,4,4,82
959,6,93,No,6,9,84
960,6,93,No,6,6,84
961,8,87,Yes,4,2,77
962,1,87,Yes,8,2,61
963,7,85,Yes,5,3,73
964,1,45,No,7,2,15
965,7,73,Yes,8,2,64
966,3,53,Yes,6,7,33
967,8,87,Yes,5,6,78
968,3,62,No,7,6,43
969,1,59,Yes,7,9,34
970,8,52,No,7,1,48
971,3,86,No,4,8,66
972,2,83,Yes,4,5,60
973,1,80,No,5,2,53
974,3,71,No,6,8,51
975,2,65,No,5,8,43
976,2,89,No,6,5,68
977,6,92,No,8,9,80
978,1,53,Yes,7,5,26
979,2,91,Yes,7,7,70
980,6,96,Yes,4,7,85
981,3,75,No,8,5,57
982,4,47,Yes,9,6,30
983,1,79,No,8,3,56
984,8,61,No,6,0,53
985,7,61,No,8,3,52
986,7,55,No,4,7,47
987,3,66,Yes,6,7,48
988,3,95,No,5,1,78
989,2,99,Yes,6,6,79
990,1,99,Yes,5,0,75
991,7,49,No,9,1,40
992,7,64,Yes,6,7,59
993,2,70,Yes,7,9,49
994,7,60,Yes,9,3,48
995,8,66,No,5,2,60
996,1,56,No,4,1,29
997,9,72,No,9,5,68
998,7,70,Yes,9,3,63
999,3,89,Yes,9,2,71
1000,8,81,No,5,2,76
1001,7,65,No,5,9,57
1002,8,60,Yes,6,2,54
1003,6,75,No,7,7,61
1004,9,40,No,9,8,34
1005,5,43,Yes,6,8,32
1006,3,43,Yes,6,4,23
1007,3,65,No,7,0,44
1008,1,43,No,6,9,18
1009,8,88,No,7,4,82
1010,2,48,No,4,0,18
1011,3,69,Yes,7,8,52
1012,8,90,No,8,9,88
1013,8,84,No,7,7,78
1014,4,43,Yes,7,6,26
1015,4,44,Yes,8,1,26
1016,5,84,Yes,7,1,74
1017,6,62,Yes,5,3,52
1018,5,55,Yes,6,8,40
1019,7,61,Yes,6,8,54
1020,2,76,Yes,4,7,51
1021,7,47,No,4,4,35
1022,7,87,No,8,6,79
1023,1,72,Yes,5,8,45
1024,7,94,No,4,2,81
1025,5,99,No,6,3,87
1026,3,77,Yes,4,1,56
1027,3,82,Yes,4,8,65
1028,4,55,Yes,7,6,38
1029,2,44,Yes,4,5,17
1030,2,55,Yes,8,4,35
1031,1,46,No,6,6,20
1032,5,90,No,8,2,75
1033,4,40,Yes,8,4,26
1034,2,48,Yes,9,1,23
1035,3,57,No,5,4,38
1036,7,84,No,9,6,78
1037,7,97,No,9,9,91
1038,4,86,Yes,7,6,67
1039,5,42,Yes,8,8,31
1040,5,63,No,5,2,49
1041,6,67,Yes,6,7,57
1042,9,49,No,6,4,45
1043,2,48,Yes,5,6,22
1044,5,52,Yes,8,0,35
1045,3,87,No,8,0,65
1046,4,74,No,7,3,53
1047,6,93,Yes,7,4,79
1048,8,62,No,9,9,57
1049,1,86,Yes,6,2,58
1050,8,56,No,7,5,50
1051,7,85,No,5,2,75
1052,1,46,Yes,6,4,17
1053,2,91,Yes,8,0,70
1054,3,55,Yes,6,2,36
1055,1,92,No,4,6,61
1056,9,79,No,6,2,78
1057,8,75,Yes,7,4,71
1058,2,59,No,5,6,36
1059,9,63,Yes,8,1,63
1060,7,86,Yes,8,2,78
1061,9,44,Yes,7,3,39
1062,6,84,Yes,7,4,70
1063,6,45,Yes,7,8,34
1064,4,67,No,4,8,49
1065,2,98,No,5,3,71
1066,7,44,Yes,4,8,34
1067,5,88,No,7,3,77
1068,6,78,Yes,5,1,67
1069,2,77,No,7,9,52
1070,5,41,No,5,0,25
1071,4,82,Yes,8,6,68
1072,9,78,No,4,3,76
1073,6,93,Yes,9,7,85
1074,2,60,No,7,7,40
1075,1,79,Yes,7,7,56
1076,5,76,Yes,6,5,62
1077,9,98,Yes,9,8,99
1078,6,57,Yes,8,3,46
1079,7,93,Yes,7,4,86
1080,5,87,Yes,4,3,73
1081,6,85,No,8,4,74
1082,5,51,Yes,7,1,37
1083,9,56,No,4,4,50
1084,6,76,Yes,6,9,65
1085,8,85,No,6,7,79
1086,2,77,Yes,4,8,53
1087,9,54,Yes,8,6,55
1088,5,46,No,4,6,31
1089,7,53,Yes,9,5,47
1090,1,89,Yes,4,1,63
1091,5,40,Yes,6,9,27
1092,2,77,,6,9,53
1093,6,42,No,6,8,33
1094,1,76,Yes,9,4,56
1095,3,83,No,7,5,65
1096,5,70,Yes,9,0,55
1097,4,82,Yes,7,4,67
1098,3,52,Yes,9,5,32
1099,5,87,Yes,5,9,73
1100,8,57,No,7,1,45
1101,4,56,Yes,8,6,43
1102,1,56,Yes,8,3,32
1103,7,50,Yes,6,4,42
1104,8,59,No,9,2,55
1105,3,49,No,4,4,28
1106,6,68,No,6,3,58
1107,2,87,No,4,9,67
1108,7,73,Yes,9,5,66
1109,8,56,Yes,6,1,46
1110,6,93,No,6,2,79
1111,6,91,Yes,8,9,83
1112,5,81,Yes,4,0,63
1113,8,52,No,5,6,45
1114,1,83,Yes,5,8,63
1115,4,86,No,6,1,70
1116,4,78,No,9,6,58
1117,3,66,No,6,2,50
1118,3,93,No,8,4,77
1119,4,92,No,4,5,75
1120,1,65,No,6,7,40
1121,2,67,Yes,9,3,43
1122,9,52,Yes,5,1,47
1123,2,51,Yes,4,2,22
1124,5,83,No,6,7,71
1125,9,67,No,4,6,63
1126,9,41,No,8,5,37
1127,8,76,Yes,5,4,72
1128,1,96,Yes,9,4,73
1129,1,96,No,4,0,72
1130,9,73,No,5,5,68
1131,8,62,No,6,8,59
1132,9,97,No,9,7,97
1133,7,91,No,9,9,83
1134,3,84,Yes,7,0,65
1135,3,68,No,4,5,47
1136,2,74,No,5,2,51
1137,5,50,No,4,5,32
1138,3,87,No,6,8,63
1139,6,72,Yes,6,5,60
1140,2,90,No,9,7,70
1141,3,50,No,9,5,32
1142,5,48,No,5,5,32
1143,1,53,Yes,8,6,29
1144,1,48,No,4,9,21
1145,9,78,Yes,4,3,74
1146,7,87,No,6,7,81
1147,1,42,No,4,3,11
1148,8,68,No,5,6,65
1149,3,58,No,7,0,37
1150,8,75,No,9,8,75
1151,5,71,No,6,9,61
1152,1,46,No,9,8,17
1153,7,94,No,9,6,87
1154,5,67,No,9,7,52
1155,6,83,Yes,7,1,71
1156,6,57,Yes,4,9,46
1157,8,99,Yes,8,9,99
1158,9,44,Yes,9,6,40
1159,2,62,No,5,0,42
1160,9,94,No,9,2,91
1161,9,61,Yes,9,5,57
1162,7,65,Yes,4,4,58
1163,1,81,Yes,5,4,55
1164,7,51,Yes,4,8,46
1165,5,79,No,9,5,64
1166,6,58,Yes,4,2,45
1167,7,86,No,4,1,78
1168,5,40,No,6,8,24
1169,7,42,No,7,9,36
1170,9,66,Yes,8,3,65
1171,3,57,Yes,7,4,35
1172,8,89,No,7,8,87
1173,2,69,Yes,5,4,45
1174,7,41,Yes,6,6,35
1175,2,44,No,6,1,18
1176,4,68,No,4,1,46
1177,7,72,Yes,7,3,63
1178,3,81,No,8,7,62
1179,2,59,Yes,5,1,35
1180,7,69,Yes,6,9,63
1181,1,81,No,4,6,58
1182,8,44,No,8,0,37
1183,3,89,Yes,7,8,74
1184,2,60,No,8,9,40
1185,3,97,Yes,6,5,78
1186,5,54,No,5,0,38
1187,8,59,Yes,7,9,55
1188,7,47,No,5,5,39
1189,7,88,Yes,9,4,84
1190,7,70,Yes,8,4,60
1191,8,51,No,8,4,47
1192,1,60,Yes,4,3,34
1193,4,69,Yes,7,6,54
1194,6,66,Yes,8,8,56
1195,9,83,Yes,6,3,82
1196,2,65,Yes,9,1,45
1197,1,72,No,6,1,45
1198,2,65,Yes,5,1,43
1199,7,65,Yes,9,6,57
1200,3,75,Yes,9,3,56
1201,2,79,No,6,3,56
1202,7,40,No,8,0,30
1203,2,98,Yes,6,3,75
1204,3,54,Yes,7,5,33
1205,7,89,No,5,1,80
1206,4,40,No,9,3,27
1207,1,50,Yes,7,6,26
1208,5,94,No,8,8,81
1209,9,41,Yes,8,1,41
1210,8,40,Yes,6,7,34
1211,9,70,Yes,4,5,68
1212,9,83,No,9,7,83
1213,7,55,Yes,9,1,44
1214,4,93,Yes,4,0,75
1215,5,61,No,8,6,52
1216,1,81,Yes,8,8,56
1217,1,57,Yes,9,8,37
1218,3,86,Yes,5,1,67
1219,8,56,No,9,3,50
1220,2,69,No,8,0,46
1221,4,49,Yes,8,6,31
1222,2,74,No,5,1,51
1223,5,97,Yes,7,3,82
1224,9,60,Yes,7,1,58
1225,1,55,No,5,0,31
1226,5,45,No,5,6,29
1227,9,42,Yes,7,5,40
1228,1,80,No,7,1,51
1229,9,82,No,7,3,79
1230,8,60,No,7,2,52
1231,4,52,Yes,9,2,36
1232,5,57,Yes,9,2,43
1233,5,97,No,6,3,81
1234,6,93,Yes,5,0,81
1235,7,99,Yes,4,0,84
1236,8,63,No,6,6,55
1237,8,66,Yes,4,4,64
1238,2,93,No,4,2,68
1239,9,43,Yes,8,8,41
1240,7,61,Yes,5,4,53
1241,4,63,No,9,9,50
1242,4,79,Yes,6,2,65
1243,8,84,No,5,8,78
1244,4,49,Yes,7,0,31
1245,6,41,Yes,5,8,30
1246,5,79,Yes,4,4,64
1247,3,45,No,9,5,26
1248,2,87,Yes,7,1,66
1249,9,57,Yes,5,7,55
1250,9,56,No,5,2,52
1251,1,77,No,9,0,57
1252,3,84,Yes,4,6,68
1253,8,62,No,7,2,57
1254,6,85,No,4,3,75
1255,5,69,No,9,4,54
1256,5,97,No,5,0,82
1257,6,60,Yes,6,8,51
1258,7,49,No,6,6,43
1259,1,95,Yes,8,1,68
1260,9,82,Yes,6,0,77
1261,3,52,Yes,9,1,33
1262,4,51,No,9,2,37
1263,1,48,No,9,2,23
1264,3,43,Yes,7,7,26
1265,2,78,Yes,8,4,56
1266,2,63,No,7,8,42
1267,1,93,No,6,2,65
1268,8,73,Yes,6,5,66
1269,3,78,No,5,3,57
1270,3,80,No,7,7,59
1271,6,44,Yes,4,0,28
1272,8,54,No,5,3,46
1273,9,89,No,7,6,84
1274,9,43,Yes,9,8,42
1275,4,90,No,8,0,73
1276,5,91,Yes,7,7,77
1277,2,97,No,8,1,74
1278,9,78,Yes,8,3,75
1279,8,97,No,6,3,94
1280,3,47,Yes,4,7,27
1281,9,88,No,7,1,89
1282,3,84,No,4,6,62
1283,9,63,No,8,2,59
1284,2,92,Yes,6,8,73
1285,9,67,No,4,4,57
1286,8,94,Yes,5,7,90
1287,9,82,No,8,4,80
1288,5,66,No,5,0,50
1289,2,40,No,9,8,18
1290,8,73,No,4,9,68
1291,6,56,No,4,6,39
1292,8,76,No,4,3,67
1293,5,77,Yes,9,6,69
1294,2,65,Yes,7,4,43
1295,6,96,No,8,9,84
1296,5,63,No,8,8,50
1297,5,78,No,8,1,65
1298,1,99,No,7,3,74
1299,2,60,No,4,5,35
1300,8,69,Yes,4,4,61
1301,3,86,No,9,0,64
1302,3,90,No,5,8,66
1303,8,87,Yes,7,8,81
1304,8,96,Yes,6,2,93
1305,2,52,Yes,7,3,28
1306,8,76,No,9,3,71
1307,1,42,No,5,9,13
1308,6,71,No,5,7,59
1309,8,74,No,5,5,67
1310,3,58,No,4,1,35
1311,8,53,Yes,6,3,46
1312,1,87,No,5,0,59
1313,9,61,No,8,2,57
1314,9,56,No,4,3,51
1315,5,98,Yes,6,7,80
1316,4,43,No,8,2,22
1317,6,84,No,6,4,71
1318,7,79,No,9,0,73
1319,5,58,No,6,3,40
1320,9,76,Yes,8,1,75
1321,3,41,Yes,7,3,24
1322,7,54,Yes,6,4,45
1323,5,41,No,7,2,25
1324,7,50,Yes,6,5,42
1325,2,84,Yes,9,1,63
1326,4,62,No,8,4,44
1327,2,49,No,6,3,26
1328,7,42,Yes,5,4,31
1329,2,44,Yes,9,8,26
1330,1,42,Yes,5,5,15
1331,9,77,Yes,9,6,77
1332,1,52,No,9,7,31
1333,8,81,No,6,8,75
1334,2,58,Yes,8,4,34
1335,8,79,Yes,8,7,74
1336,3,89,Yes,4,1,68
1337,6,74,No,8,9,64
1338,3,63,No,7,8,43
1339,7,63,No,6,1,54
1340,9,56,Yes,5,4,53
1341,2,79,No,8,5,56
1342,5,49,Yes,5,3,34
1343,6,41,Yes,4,7,27
1344,4,83,No,6,9,66
1345,4,62,Yes,8,2,41
1346,4,45,No,5,4,25
1347,2,41,No,9,1,20
1348,4,60,Yes,8,2,45
1349,1,94,Yes,4,7,70
1350,6,95,No,9,4,86
1351,1,74,No,5,2,46
1352,6,88,No,5,4,73
1353,1,68,No,6,8,42
1354,6,46,No,6,2,27
1355,8,68,No,5,9,64
1356,2,92,No,9,6,71
1357,2,76,Yes,6,7,56
1358,4,62,No,5,4,43
1359,3,72,Yes,9,2,50
1360,4,47,Yes,7,5,31
1361,7,51,No,8,2,42
1362,1,85,No,7,8,60
1363,6,87,No,7,1,76
1364,3,49,No,8,2,28
1365,7,54,No,5,6,45
1366,2,92,Yes,5,9,71
1367,2,63,Yes,6,7,44
1368,4,65,No,4,4,48
1369,1,86,No,5,4,57
1370,3,81,No,8,4,61
1371,9,92,No,4,3,86
1372,7,99,Yes,8,8,95
1373,7,78,Yes,8,5,70
1374,4,97,Yes,8,7,81
1375,2,42,No,4,7,18
1376,4,41,No,7,4,24
1377,6,45,No,9,8,32
1378,3,60,Yes,8,1,40
1379,1,48,Yes,6,7,25
1380,8,49,Yes,5,2,41
1381,5,75,No,9,6,66
1382,5,98,Yes,5,8,83
1383,4,42,No,5,4,22
1384,6,80,Yes,4,7,70
1385,3,63,No,6,3,42
1386,9,61,No,6,0,56
1387,5,88,No,9,0,72
1388,3,53,No,6,5,31
1389,1,81,Yes,6,7,60
1390,6,84,Yes,6,9,74
1391,2,83,Yes,9,1,62
1392,3,66,No,7,3,44
1393,1,72,Yes,6,2,46
1394,9,99,No,6,8,96
1395,8,61,Yes,4,2,51
1396,2,68,Yes,4,7,43
1397,8,58,No,6,6,51
1398,9,58,No,7,0,58
1399,1,45,No,6,7,23
1400,5,84,Yes,6,8,67
1401,8,58,No,6,7,50
1402,2,52,Yes,8,9,31
1403,4,98,Yes,7,9,83
1404,7,65,Yes,5,0,55
1405,3,61,No,6,6,44
1406,5,60,Yes,5,8,45
1407,8,75,No,7,4,73
1408,3,95,No,6,1,76
1409,4,41,Yes,5,7,23
1410,9,86,Yes,9,8,84
1411,7,83,Yes,5,6,73
1412,1,69,Yes,7,4,48
1413,4,66,No,6,7,50
1414,4,46,No,8,5,30
1415,9,59,No,7,3,51
1416,6,89,No,8,0,76
1417,9,70,No,6,5,66
1418,6,62,No,5,7,50
1419,6,52,No,9,2,40
1420,5,56,No,9,6,42
1421,5,43,No,7,6,29
1422,2,96,Yes,7,8,77
1423,8,53,Yes,7,0,45
1424,8,59,No,4,4,49
1425,1,99,No,9,7,74
1426,8,52,Yes,9,2,45
1427,5,42,Yes,6,4,27
1428,2,65,Yes,4,0,44
1429,2,65,No,7,8,42
1430,6,57,Yes,7,3,43
1431,9,71,Yes,8,4,68
1432,1,53,Yes,4,2,29
1433,6,86,Yes,5,1,73
1434,9,42,Yes,9,6,39
1435,8,40,No,6,4,30
1436,6,65,Yes,5,9,53
1437,3,63,No,5,2,38
1438,8,88,Yes,6,1,82
1439,9,74,Yes,7,9,72
1440,1,53,Yes,9,5,24
1441,9,42,Yes,8,9,44
1442,6,52,Yes,7,5,45
1443,6,86,No,7,2,75
1444,4,89,No,4,8,75
1445,1,53,No,5,0,26
1446,8,60,No,5,2,49
1447,2,65,No,9,0,42
1448,1,42,No,5,6,14
1449,2,90,No,8,1,64
1450,1,79,Yes,8,3,54
1451,1,43,No,8,3,16
1452,9,75,Yes,6,7,73
1453,1,90,Yes,9,3,67
1454,4,82,No,8,2,69
1455,6,40,Yes,4,9,28
1456,7,79,Yes,4,2,67
1457,2,86,No,7,4,62
1458,6,72,Yes,7,5,60
1459,7,46,No,9,6,43
1460,2,92,Yes,7,4,70
1461,2,91,No,7,6,70
1462,7,91,Yes,4,3,84
1463,1,95,No,7,4,72
1464,8,50,Yes,4,5,44
1465,3,66,No,8,8,46
1466,6,53,Yes,8,5,41
1467,9,61,Yes,9,9,58
1468,6,55,No,,0,44
1469,9,85,Yes,7,6,89
1470,7,51,No,8,2,45
1471,9,88,Yes,8,5,87
1472,2,85,Yes,9,1,61
1473,8,49,No,5,6,41
1474,8,63,Yes,5,0,57
1475,2,85,No,9,1,62
1476,4,57,Yes,4,8,39
1477,7,61,Yes,6,8,54
1478,4,48,Yes,9,6,33
1479,4,56,Yes,5,1,42
1480,6,77,No,6,4,70
1481,6,79,No,8,3,67
1482,3,97,Yes,9,1,80
1483,9,52,Yes,,1,44
1484,2,89,No,6,9,69
1485,6,76,Yes,5,7,66
1486,7,45,No,8,4,35
1487,9,60,Yes,9,7,61
1488,3,90,Yes,7,1,68
1489,3,75,No,8,1,55
1490,7,46,Yes,5,2,36
1491,4,75,No,9,9,56
1492,8,64,No,5,7,58
1493,7,50,No,7,7,40
1494,5,83,No,8,2,68
1495,7,53,No,6,0,43
1496,3,84,No,6,6,61
1497,2,68,Yes,8,3,45
1498,6,49,No,6,2,36
1499,2,89,No,9,4,67
1500,3,87,Yes,8,5,67
1501,6,44,No,8,0,29
1502,5,47,Yes,5,8,31
1503,8,85,No,4,5,74
1504,9,44,No,5,2,37
1505,3,97,No,6,0,79
1506,3,99,Yes,4,8,76
1507,3,63,Yes,8,1,45
1508,6,79,No,6,9,65
1509,1,96,No,7,5,72
1510,7,65,Yes,6,5,62
1511,1,45,Yes,4,2,19
1512,5,55,Yes,4,5,39
1513,8,99,No,8,1,93
1514,4,75,Yes,9,7,62
1515,5,51,Yes,7,0,37
1516,4,50,Yes,8,5,34
1517,4,42,Yes,7,0,23
1518,8,83,Yes,7,8,79
1519,2,76,Yes,8,8,51
1520,1,45,Yes,6,5,18
1521,3,58,No,5,5,41
1522,9,57,Yes,7,8,57
1523,4,55,No,4,4,36
1524,5,62,No,8,8,47
1525,2,82,Yes,9,4,65
1526,4,76,No,6,3,57
1527,2,48,No,7,1,22
1528,2,42,Yes,9,1,20
1529,4,47,No,6,0,27
1530,6,77,Yes,8,9,64
1531,7,43,Yes,9,2,32
1532,3,51,Yes,4,0,29
1533,3,83,Yes,7,5,62
1534,6,70,Yes,7,6,56
1535,3,64,Yes,9,8,43
1536,2,92,Yes,6,6,70
1537,8,55,No,8,3,49
1538,5,81,Yes,5,3,68
1539,1,93,No,7,7,66
1540,3,53,Yes,4,3,31
1541,8,52,Yes,7,0,44
1542,4,80,Yes,7,8,65
1543,7,46,No,5,2,36
1544,2,51,No,5,0,27
1545,7,76,No,8,8,71
1546,5,89,No,7,9,76
1547,5,43,No,7,9,31
1548,6,41,No,6,4,26
1549,9,74,Yes,6,8,69
1550,6,97,Yes,9,2,90
1551,8,83,No,9,5,79
1552,7,42,No,4,6,33
1553,9,43,No,4,4,40
1554,4,77,No,6,7,58
1555,2,51,No,9,9,28
1556,7,58,Yes,4,5,50
1557,6,49,Yes,7,5,37
1558,1,40,Yes,9,6,15
1559,9,56,Yes,5,7,50
1560,9,55,Yes,9,1,55
1561,2,48,Yes,7,6,25
1562,3,96,Yes,6,8,79
1563,5,92,Yes,8,0,79
1564,5,48,No,8,0,36
1565,1,98,No,6,6,69
1566,8,94,Yes,7,4,83
1567,8,48,Yes,4,0,44
1568,4,51,Yes,9,0,36
1569,7,94,No,9,1,84
1570,3,80,No,4,9,58
1571,6,54,Yes,8,8,44
1572,9,41,No,6,2,36
1573,1,50,Yes,6,8,23
1574,5,50,Yes,5,5,33
1575,4,47,Yes,8,9,31
1576,8,94,Yes,6,5,90
1577,1,71,Yes,5,6,45
1578,9,45,No,4,9,40
1579,6,92,Yes,8,7,81
1580,4,59,Yes,8,2,47
1581,9,78,Yes,6,7,75
1582,5,74,Yes,6,5,61
1583,5,47,No,7,5,37
1584,5,89,Yes,4,2,75
1585,1,88,Yes,4,5,63
1586,1,82,No,9,7,61
1587,8,73,Yes,5,6,70
1588,8,96,Yes,5,9,91
1589,6,92,Yes,7,9,80
1590,4,98,Yes,9,6,83
1591,2,95,No,4,2,72
1592,2,58,Yes,5,9,35
1593,9,46,Yes,4,2,41
1594,5,70,No,4,4,57
1595,4,57,Yes,9,4,43
1596,1,79,Yes,5,8,55
1597,7,53,No,6,8,42
1598,3,78,Yes,6,9,59
1599,6,99,No,9,4,90
1600,5,92,Yes,5,4,79
1601,5,99,No,7,5,89
1602,5,98,Yes,8,7,87
1603,1,75,Yes,9,5,50
1604,1,56,No,4,5,33
1605,3,76,Yes,9,8,58
1606,4,83,No,8,0,68
1607,5,48,No,9,3,33
1608,2,97,No,5,9,73
1609,8,59,No,4,9,50
1610,2,84,Yes,8,1,59
1611,9,96,No,6,8,93
1612,2,67,Yes,7,2,47
1613,9,89,Yes,9,9,89
1614,7,59,No,9,1,47
1615,8,80,No,8,7,77
1616,2,75,Yes,7,3,53
1617,7,92,No,9,1,87
1618,6,66,Yes,6,3,53
1619,4,47,No,8,6,28
1620,7,71,Yes,5,6,66
1621,4,40,Yes,4,0,23
1622,2,56,No,6,0,28
1623,7,96,Yes,7,2,89
1624,8,48,Yes,7,1,38
1625,2,59,No,6,2,37
1626,5,84,No,5,3,66
1627,1,71,No,9,6,44
1628,7,41,No,5,1,33
1629,8,71,No,9,6,67
1630,6,84,Yes,9,4,76
1631,5,48,Yes,7,7,33
1632,6,69,No,9,7,59
1633,2,59,Yes,6,4,39
1634,1,77,Yes,9,9,55
1635,7,99,Yes,6,7,96
1636,7,40,Yes,4,8,30
1637,2,99,Yes,7,6,80
1638,2,96,No,5,5,75
1639,1,44,No,8,6,19
1640,8,74,Yes,5,6,71
1641,8,75,Yes,5,2,67
1642,1,40,No,8,5,16
1643,8,53,No,7,5,45
1644,9,48,No,9,8,44
1645,4,69,No,4,0,50
1646,1,63,Yes,5,6,37
1647,1,43,No,9,0,15
1648,3,89,No,5,9,71
1649,5,53,Yes,7,3,42
1650,5,64,No,7,6,49
1651,9,43,No,6,5,41
1652,2,64,No,7,5,40
1653,2,49,No,7,4,25
1654,6,74,No,5,6,62
1655,9,94,Yes,4,8,93
1656,1,46,Yes,5,5,19
1657,9,81,Yes,9,9,77
1658,9,52,Yes,7,6,52
1659,9,43,Yes,6,8,41
1660,5,89,No,4,6,69
1661,9,82,No,6,5,82
1662,4,96,No,8,2,82
1663,2,75,No,6,0,49
1664,6,95,No,6,9,82
1665,4,53,No,9,8,40
1666,6,57,No,7,6,48
1667,3,47,No,9,2,28
1668,6,71,No,7,9,60
1669,2,66,No,9,8,43
1670,2,81,No,7,2,59
1671,9,76,No,7,2,71
1672,7,62,No,7,6,52
1673,3,46,Yes,6,1,27
1674,1,51,No,8,9,28
1675,8,64,Yes,7,6,62
1676,6,42,No,8,6,27
1677,7,65,No,8,0,55
1678,9,43,No,5,9,39
1679,5,81,Yes,5,1,66
1680,1,75,Yes,4,4,46
1681,7,54,No,9,3,47
1682,5,71,No,5,2,59
1683,3,68,No,7,9,46
1684,9,49,No,8,7,47
1685,1,60,Yes,9,6,39
1686,1,93,Yes,4,8,67
1687,1,55,No,5,2,26
1688,3,86,Yes,6,9,68
1689,6,58,Yes,9,0,49
1690,3,68,No,4,8,45
1691,8,91,No,7,8,88
1692,2,90,No,9,0,67
1693,9,57,Yes,8,7,54
1694,3,97,No,7,9,75
1695,5,83,Yes,7,0,67
1696,8,96,No,9,5,91
1697,2,55,No,6,8,30
1698,6,40,Yes,6,2,29
1699,5,87,Yes,9,5,75
1700,9,41,Yes,9,2,41
1701,5,95,Yes,9,4,84
1702,2,54,Yes,8,6,31
1703,5,78,Yes,5,9,64
1704,4,67,No,7,3,48
1705,7,40,Yes,9,3,29
1706,6,44,Yes,5,6,33
1707,2,81,No,8,4,59
1708,5,61,Yes,7,0,45
1709,7,92,Yes,5,9,86
1710,7,75,No,7,1,65
1711,5,85,No,6,5,73
1712,9,52,No,9,8,50
1713,4,40,Yes,6,6,20
1714,3,55,No,4,3,36
1715,4,94,Yes,8,1,78
1716,5,80,No,9,3,65
1717,6,61,Yes,5,4,48
1718,3,71,No,7,1,49
1719,2,55,No,4,0,32
1720,4,90,No,8,3,69
1721,5,54,Yes,8,5,41
1722,4,97,Yes,8,0,77
1723,3,85,No,5,0,60
1724,8,91,No,9,8,88
1725,4,81,No,6,4,61
1726,2,92,No,4,1,69
1727,2,51,Yes,5,1,29
1728,1,99,No,7,3,73
1729,4,40,No,5,1,22
1730,9,92,Yes,7,3,93
1731,,56,Yes,7,5,46
1732,7,80,No,8,6,74
1733,7,94,No,5,5,83
1734,8,90,Yes,6,3,84
1735,1,96,Yes,7,9,71
1736,8,89,No,8,2,82
1737,4,67,Yes,6,3,49
1738,4,46,Yes,5,4,27
1739,4,48,No,6,3,29
1740,6,61,No,5,2,50
1741,7,65,Yes,7,0,53
1742,6,92,No,4,2,80
1743,1,51,No,4,4,21
1744,8,46,No,9,5,39
1745,7,85,No,9,3,74
1746,6,86,No,7,0,76
1747,6,54,Yes,6,9,43
1748,5,77,Yes,5,6,61
1749,6,60,No,4,8,48
1750,9,53,No,5,5,48
1751,9,41,No,7,5,40
1752,8,47,Yes,6,8,40
1753,9,84,Yes,5,3,80
1754,8,94,Yes,6,4,90
1755,8,45,Yes,4,4,36
1756,1,76,No,5,4,48
1757,5,76,No,8,7,60
1758,4,96,Yes,4,0,76
1759,2,72,Yes,6,9,47
1760,8,80,No,7,9,73
1761,3,45,No,8,2,22
1762,4,91,No,9,7,74
1763,7,65,No,5,8,58
1764,9,78,No,9,1,76
1765,2,80,Yes,4,,59
1766,3,76,No,5,7,55
1767,4,53,Yes,5,4,33
1768,1,76,Yes,8,0,50
1769,7,47,No,8,5,37
1770,2,78,Yes,8,8,58
1771,5,52,Yes,8,8,36
1772,1,52,No,7,0,25
1773,3,79,Yes,6,3,62
1774,2,82,No,8,0,57
1775,1,67,No,4,6,39
1776,7,97,Yes,5,2,84
1777,5,57,No,9,1,45
1778,1,96,No,8,7,72
1779,6,58,Yes,4,8,45
1780,5,77,No,7,6,63
1781,3,71,Yes,4,5,50
1782,7,61,Yes,9,9,53
1783,9,41,No,9,5,36
1784,9,99,Yes,4,8,97
1785,9,52,No,7,4,49
1786,2,62,Yes,9,4,40
1787,3,64,No,7,1,43
1788,7,67,No,5,5,60
1789,5,97,Yes,8,5,85
1790,2,50,Yes,9,5,26
1791,3,72,No,4,3,53
1792,6,63,No,6,6,53
1793,7,41,Yes,6,8,34
1794,9,69,No,5,0,63
1795,1,56,No,6,2,31
1796,7,79,Yes,5,9,71
1797,8,73,Yes,8,8,67
1798,3,77,No,5,4,57
1799,4,61,Yes,7,5,46
1800,6,44,Yes,7,7,34
1801,7,87,No,7,8,76
1802,4,79,Yes,9,7,65
1803,8,90,Yes,7,2,84
